"gene","logFC_6h","FDR_6h","logFC_12h","FDR_12h","logFC_24h","FDR_24h","n_up_fdr05","n_down_fdr05","mean_logFC"
"Shc1",1.20617240590228,0.348539724940692,-0.0920240047663192,0.999984452942187,0.0503768877229485,0.999883655288253,0,0,0.388175096286303
"Srebf2",1.14275818656376,0.0524493015377981,-0.176974513373452,0.999984452942187,0.198588742083068,0.999883655288253,0,0,0.388124138424457
"Tcaim",1.31017053332171,0.24627971996368,0.224061126382475,0.999984452942187,-0.370989520684327,0.999883655288253,0,0,0.387747379673287
"Plk4",0.947704023233517,0.534381318693607,-0.241812548637937,0.999984452942187,0.457069508848722,0.999883655288253,0,0,0.387653661148101
"Nudt8",1.03370122957491,0.372926166534045,0.40628029804463,0.999984452942187,-0.277420837616423,0.999883655288253,0,0,0.387520230001039
"Cstf2t",1.15050547978003,0.415683527946209,-0.0328606246091674,0.999984452942187,0.0448217230161987,0.999883655288253,0,0,0.387488859395686
"Hist1h4d",1.4445565233271,0.343218863091244,-0.772828324515721,0.999984452942187,0.490497755426502,0.999883655288253,0,0,0.387408651412626
"Abcf2",1.22062872857745,0.351402839295387,-0.25722252036001,0.999984452942187,0.198003984535285,0.999883655288253,0,0,0.387136730917574
"Zfp599",0.826656295880594,0.502885056399606,-0.0263783088420982,0.999984452942187,0.360036786916382,0.999883655288253,0,0,0.386771591318293
"St7l",1.62800878725926,0.241852373527915,-0.369623771127201,0.999984452942187,-0.0989542598224822,0.999883655288253,0,0,0.386476918769859
"Ykt6",0.992363070324604,0.153681390078709,0.238441314511421,0.999984452942187,-0.0714839344721092,0.999883655288253,0,0,0.386440150121305
"Trub2",0.68608120312252,0.609302998885603,0.344850548823449,0.999984452942187,0.127902863342663,0.999883655288253,0,0,0.386278205096211
"Stox2",1.15359927554208,0.26188227584689,-0.131650474272162,0.999984452942187,0.136824046980164,0.999883655288253,0,0,0.38625761608336
"Ttll12",1.59004146062229,0.136905194476415,-0.250211623502054,0.999984452942187,-0.181368748958847,0.999883655288253,0,0,0.386153696053795
"Tstd2",1.42173245238484,0.323917084697834,0.0434669778816179,0.999984452942187,-0.307697407697355,0.999883655288253,0,0,0.385834007523035
"Tmem51",0.505525084958417,0.723712394535211,-0.0690212086246897,0.999984452942187,0.71954988656,0.999883655288253,0,0,0.385351254297909
"Lyl1",-1.09920833775626,0.559361850380728,1.190423427525,0.999984452942187,1.06466454737254,0.999883655288253,0,0,0.385293212380424
"Ptchd4",0.162293598821827,0.934634377431772,0.0721624327356883,0.999984452942187,0.921247171009767,0.999883655288253,0,0,0.385234400855761
"Sepn1",1.08054094091578,0.425335035640472,0.215767960690809,0.999984452942187,-0.14088549894068,0.999883655288253,0,0,0.38514113422197
"Vprbp",1.08442872810496,0.424749117144578,0.22238695405265,0.999984452942187,-0.151518608553907,0.999883655288253,0,0,0.385099024534567
"Xbp1",-0.00733413700223373,0.998559712000434,0.858024552881741,0.999984452942187,0.304360346818764,0.999883655288253,0,0,0.385016920899424
"Zc3h12c",0.832285488735767,0.53819597573253,-0.529360994278998,0.999984452942187,0.852020375398068,0.999883655288253,0,0,0.384981623284946
"Mapk13",0,1,0.425209440967335,0.999984452942187,0.729439842511145,0.999883655288253,0,0,0.384883094492827
"1110032A03Rik",1.29356150411003,0.446693851899831,0.167668063085681,0.999984452942187,-0.307297856310043,0.999883655288253,0,0,0.384643903628557
"Xrcc4",0.570537091712224,0.689213812211456,0.325756818019472,0.999984452942187,0.256509476049285,0.999883655288253,0,0,0.384267795260327
"Dctn6",1.67867935904433,0.132012365204331,-0.265712481846539,0.999984452942187,-0.261292952719693,0.999883655288253,0,0,0.383891308159367
"Rnase4",0.202756408405675,0.84457687492928,0.701910549384269,0.999984452942187,0.246958811305382,0.999883655288253,0,0,0.383875256365108
"Galnt7",1.47723738011996,0.235383718333921,-0.0801332674927213,0.999984452942187,-0.246236853036466,0.999883655288253,0,0,0.383622419863591
"Zfp346",2.27478956057133,0.0811529188357127,-0.761407439043809,0.999984452942187,-0.363253095407545,0.999883655288253,0,0,0.383376342039993
"Grin2d",1.0035622345612,0.415741703928537,0.300601348411852,0.999984452942187,-0.154191397466295,0.999883655288253,0,0,0.383324061835587
"Gm6097",0.393876468282031,0.683829295291099,0.182677484084351,0.999984452942187,0.573385406280314,0.999883655288253,0,0,0.383313119548899
"Reps1",0.958998136628339,0.433516447047494,0.174714118490693,0.999984452942187,0.0158111387270212,0.999883655288253,0,0,0.383174464615351
"Erap1",-0.965046353486742,0.568117384066444,1.22387249967943,0.999984452942187,0.890415457979068,0.999883655288253,0,0,0.383080534723919
"Gfm2",1.38488544272188,0.309685747897263,0.310935417250824,0.999984452942187,-0.546717486768952,0.999883655288253,0,0,0.383034457734584
"Lgalsl",1.86455871854337,0.172720189880638,-0.438418395533758,0.999984452942187,-0.277339725933867,0.999883655288253,0,0,0.382933532358581
"Mtmr7",1.13446407421063,0.432735665635751,-0.328383464046396,0.999984452942187,0.341822047177174,0.999883655288253,0,0,0.382634219113804
"Ednra",-0.558151890642038,0.734508397712307,1.36870394298494,0.999984452942187,0.337345119074044,0.999883655288253,0,0,0.382632390472314
"Pon3",0.122550099891222,0.953603929291139,1.06345744174235,0.999984452942187,-0.0385195339120652,0.999883655288253,0,0,0.382496002573836
"Pde7a",1.04458585290448,0.487690758126075,-0.0152879535027157,0.999984452942187,0.118037614119993,0.999883655288253,0,0,0.38244517117392
"Man1c1",1.66771288484813,0.175990265973817,-0.285264904132299,0.999984452942187,-0.235565791529688,0.999883655288253,0,0,0.382294063062047
"Tmem65",1.73041925893931,0.0984635522410537,-0.200495576127956,0.999984452942187,-0.383440314418808,0.999883655288253,0,0,0.382161122797514
"Tspan17",1.05004463469216,0.449571885767723,0.132827616467177,0.999984452942187,-0.036761458942423,0.999883655288253,0,0,0.382036930738973
"Ube2c",0.0777879053281136,0.955499459784476,0.157937596435801,0.999984452942187,0.908704269262257,0.999883655288253,0,0,0.381476590342057
"Camk1",1.96701895563903,0.0946611057975398,-0.371203164471437,0.999984452942187,-0.451530775891996,0.999883655288253,0,0,0.381428338425198
"Pstk",0.549284743631429,0.75283473762372,0.596824710647274,0.999984452942187,-0.00214251638466667,0.999883655288253,0,0,0.381322312631345
"Zxdc",1.44340718799824,0.178608432242062,0.229376518110084,0.999984452942187,-0.529000420900249,0.999883655288253,0,0,0.381261095069358
"Nup35",1.06254716945842,0.471146643117725,-0.44982167906403,0.999984452942187,0.530994869491564,0.999883655288253,0,0,0.381240119961985
"Srpx2",1.15468521714045,0.147158880805581,-0.153975090538921,0.999984452942187,0.139832472421457,0.999883655288253,0,0,0.380180866340995
"2810408M09Rik",1.05622805676421,0.556900245446506,-0.039105851797772,0.999984452942187,0.123054700845959,0.999883655288253,0,0,0.380058968604132
"Exosc7",0.61258767435413,0.706792991872503,0.455071690397858,0.999984452942187,0.0721414539713514,0.999883655288253,0,0,0.379933606241113
"Siah2",0.517417875932472,0.738449631163135,0.469801358214272,0.999984452942187,0.151249362388641,0.999883655288253,0,0,0.379489532178462
"Amacr",0.389120865880045,0.828609130539147,0.797281190729632,0.999984452942187,-0.0484544118957921,0.999883655288253,0,0,0.379315881571295
"Flt1",0.769767968137353,0.420563919227261,0.509861032119545,0.999984452942187,-0.142006336438349,0.999883655288253,0,0,0.379207554606183
"Cul4a",1.33555439114008,0.200967575513254,-0.0497699030710557,0.999984452942187,-0.148556008823648,0.999883655288253,0,0,0.37907615974846
"Gm12141",1.90803037452677,0.0968765976976005,-0.427988058109731,0.999984452942187,-0.343777157449601,0.999883655288253,0,0,0.378755052989145
"Slc25a11",1.00233540823599,0.514381290772371,0.22089351397839,0.999984452942187,-0.0877785393825405,0.999883655288253,0,0,0.378483460943945
"Abca1",1.5109985015977,0.252097655463798,-0.163014861326424,0.999984452942187,-0.212830096050284,0.999883655288253,0,0,0.378384514740331
"Sap30bp",0.651834551087467,0.671387430324044,0.208949315107086,0.999984452942187,0.273868983848507,0.999883655288253,0,0,0.37821761668102
"Gm4997",1.14483899160978,0.347163750557074,-0.144232778447116,0.999984452942187,0.133154741135071,0.999883655288253,0,0,0.377920318099245
"Pnrc2",1.60075413074697,0.150291492110728,-0.225827261353386,0.999984452942187,-0.241530293767876,0.999883655288253,0,0,0.377798858541903
"Col13a1",-0.234354120841009,0.901110043882401,0.489751725457672,0.999984452942187,0.87791634000218,0.999883655288253,0,0,0.377771314872948
"Cdc42ep4",0.828192680729074,0.344199476028762,0.0430073409451879,0.999984452942187,0.262109758225071,0.999883655288253,0,0,0.377769926633111
"Tubb4b",0.887583931346569,0.265382271945187,0.0100023508045766,0.999984452942187,0.235694992096466,0.999883655288253,0,0,0.377760424749204
"Nhlrc1",1.72925488637039,0.120167918718069,-1.16655573090357,0.999984452942187,0.570172466841187,0.999883655288253,0,0,0.377623874102667
"C1rl",0.449750122613464,0.681595180206197,0.621778772801562,0.999984452942187,0.061103008049644,0.999883655288253,0,0,0.377543967821557
"Naaa",0.904810628435077,0.569537788338728,0.280493793602115,0.999984452942187,-0.0537055819907373,0.999883655288253,0,0,0.377199613348818
"Sh3bgrl",0.656112293737613,0.269052023782484,0.0739764875853242,0.999984452942187,0.401390417445974,0.999883655288253,0,0,0.37715973292297
"Kifc1",2.07557312738939,0.164516204035305,-1.06531005485683,0.999984452942187,0.12103852249696,0.999883655288253,0,0,0.377100531676504
"Rsbn1",1.15842963350485,0.427165625903914,-0.170101284645524,0.999984452942187,0.142107128241119,0.999883655288253,0,0,0.37681182570015
"1110034G24Rik",0.784362172001868,0.581262284346216,0.765845210012464,0.999984452942187,-0.419799853558278,0.999883655288253,0,0,0.376802509485351
"Ankib1",0.949874117349204,0.549551716173865,0.113240965556978,0.999984452942187,0.0661348533989612,0.999883655288253,0,0,0.376416645435047
"Slamf9",0.62665408096374,0.715706296891012,0.549278835640369,0.999984452942187,-0.0466922552757522,0.999883655288253,0,0,0.376413553776119
"Insc",1.59959029139235,0.175057766306277,-0.309072075712446,0.999984452942187,-0.161535928412058,0.999883655288253,0,0,0.376327429089282
"Gprc5a",1.42376614808383,0.330613966927063,-0.168494907540358,0.999984452942187,-0.127356794119745,0.999883655288253,0,0,0.375971482141243
"Cenpu",-0.0649378437801499,0.969366536852648,1.67609276004307,0.996853092594189,-0.483410929631352,0.999883655288253,0,0,0.375914662210522
"Cd53",-0.157862588187841,0.95134107198561,0.718421246922015,0.999984452942187,0.566812641973728,0.999883655288253,0,0,0.375790433569301
"Gm11110",-0.796777625302184,0.468565493865668,1.16895112450652,0.999984452942187,0.755112829016955,0.999883655288253,0,0,0.375762109407097
"Sh3yl1",-0.354264208654605,0.841713640031214,1.20847661473012,0.999984452942187,0.272044599355708,0.999883655288253,0,0,0.375419001810408
"Rab5a",0.848848524035315,0.563858555926988,0.0873740292906184,0.999984452942187,0.190014472216554,0.999883655288253,0,0,0.375412341847496
"Blvrb",1.35863933177922,0.26188227584689,-0.112911204841924,0.999984452942187,-0.120079993420144,0.999883655288253,0,0,0.375216044505716
"Cptp",0.733127422755214,0.668140803960711,-0.0924387833859512,0.999984452942187,0.484863124033938,0.999883655288253,0,0,0.3751839211344
"Entpd7",1.48749866784815,0.193355258227905,0.208443900816652,0.999984452942187,-0.572070181070013,0.999883655288253,0,0,0.374624129198264
"Gm7332",1.16370485487097,0.388593762373892,-0.0491610649341963,0.999984452942187,0.00930705028387524,0.999883655288253,0,0,0.374616946740218
"Osgin2",0.828882992451822,0.628559567339966,0.507323071619202,0.999984452942187,-0.212561974751975,0.999883655288253,0,0,0.374548029773016
"Slmo2",1.07376650828435,0.412970808499072,0.0491873630464452,0.999984452942187,0.000686994316032141,0.999883655288253,0,0,0.374546955215609
"9130221H12Rik",1.30001332435125,0.369330564430694,-0.107999842464005,0.999984452942187,-0.0684171639610467,0.999883655288253,0,0,0.374532105975399
"Slc7a5",1.66181968401891,0.153029058835523,-0.101515047877968,0.999984452942187,-0.436940942070046,0.999883655288253,0,0,0.374454564690297
"Gm10736",1.82221936368247,0.174795904544313,-1.03473730020802,0.999984452942187,0.33571166945327,0.999883655288253,0,0,0.374397910975907
"Eif2d",1.83452902361885,0.0691202514347265,-0.321308087393829,0.999984452942187,-0.390036420784109,0.999883655288253,0,0,0.374394838480305
"Irak4",0.993044272003182,0.520722419383879,0.452834251734732,0.999984452942187,-0.32271865428216,0.999883655288253,0,0,0.374386623151918
"Tbc1d10a",1.9839040888019,0.104143997085477,-0.609791489382919,0.999984452942187,-0.250971566428479,0.999883655288253,0,0,0.374380344330168
"Helz2",-0.580030774335882,0.751686180760969,1.30425388217695,0.999984452942187,0.398891078483251,0.999883655288253,0,0,0.374371395441438
"Mgp",0.00553501281429192,1,0.645090736900732,0.999984452942187,0.472114089593646,0.999883655288253,0,0,0.37424661310289
"1110059G10Rik",1.26587725274167,0.309731988903558,0.057909033944568,0.999984452942187,-0.201622636775146,0.999883655288253,0,0,0.374054549970365
"Smap2",1.4068381412994,0.348157230305317,-0.196434159918024,0.999984452942187,-0.089206931564723,0.999883655288253,0,0,0.373732349938883
"Ddx55",0.868592923621054,0.536105424149896,0.427707627034417,0.999984452942187,-0.175148872075133,0.999883655288253,0,0,0.373717226193446
"Cyth2",1.12659916378593,0.106718178379395,0.105952146448121,0.999984452942187,-0.112297521457538,0.999883655288253,0,0,0.37341792959217
"Utp15",0.882480167507977,0.5450665894577,0.157272053412694,0.999984452942187,0.0803503295742143,0.999883655288253,0,0,0.373367516831629
"Hlx",1.26786862766318,0.416933935903251,0.166652661711003,0.999984452942187,-0.314516228276648,0.999883655288253,0,0,0.373335020365844
"Arsa",1.17779323082736,0.368158214883539,0.606941691603561,0.999984452942187,-0.665356458514677,0.999883655288253,0,0,0.373126154638747
"Gjc1",2.01382067574666,0.0761290639566562,-0.588399559296827,0.999984452942187,-0.306776679188095,0.999883655288253,0,0,0.372881479087246
"Tmco1",1.75745096769209,0.173134492335505,-0.331163526075609,0.999984452942187,-0.308066117760291,0.999883655288253,0,0,0.372740441285396
"Sf3b6",0.705127790259631,0.220457053063209,0.283102103644857,0.999984452942187,0.129879927697186,0.999883655288253,0,0,0.372703273867225
"Nudt2",1.2004846872733,0.390626612311606,-0.17619287348625,0.999984452942187,0.0931799488729177,0.999883655288253,0,0,0.372490587553322
"Ttc9c",0.936442243649295,0.585805814194836,-0.0371493606887681,0.999984452942187,0.217658052287412,0.999883655288253,0,0,0.37231697841598
"Spc24",1.52908043153642,0.332796042982139,-1.18881581941411,0.999984452942187,0.776193408210425,0.999883655288253,0,0,0.372152673444244
"Usp31",1.37717444378153,0.359318300348772,-0.248411359511854,0.999984452942187,-0.0125082788608717,0.999883655288253,0,0,0.372084935136268
"Pigf",1.10879163249112,0.468800689654429,-0.132422195233768,0.999984452942187,0.139607369592812,0.999883655288253,0,0,0.371992268950054
"Macrod1",-1.32853596700302,0.406117694898176,1.65450062624805,0.999984452942187,0.788869601830452,0.999883655288253,0,0,0.371611420358494
"Cdk9",0.767295699152907,0.517963463775069,0.303559760622796,0.999984452942187,0.0433602365861283,0.999883655288253,0,0,0.37140523212061
"Patl1",1.49827548033845,0.178966454511704,-0.240298963760761,0.999984452942187,-0.143883908755337,0.999883655288253,0,0,0.371364202607452
"Cdc40",1.10284976516275,0.375823995106128,0.0519551681540369,0.999984452942187,-0.0407484989902098,0.999883655288253,0,0,0.371352144775525
"Gnb1l",1.07447284169537,0.39773973785611,0.327901303373427,0.999984452942187,-0.288773385920478,0.999883655288253,0,0,0.37120025304944
"Ccdc50",0.956388303623004,0.0940687087119873,0.205216092629269,0.999984452942187,-0.0480301846699369,0.999883655288253,0,0,0.371191403860778
"Gatb",0.848453645469893,0.578660809305072,0.131217755735338,0.999984452942187,0.133598844268874,0.999883655288253,0,0,0.371090081824701
"1110002L01Rik",1.32576036677318,0.310437104686211,-0.383430919870003,0.999984452942187,0.170299932601084,0.999883655288253,0,0,0.370876459834754
"Fut4",0.129003231723398,0.938611627952889,0.0114877423311331,0.999984452942187,0.971773040154516,0.999883655288253,0,0,0.370754671403015
"Gm28439",2.03103792666855,0.102422805487347,-0.655498753516026,0.999984452942187,-0.263426756303284,0.999883655288253,0,0,0.370704138949748
"Pnpt1",0.847148950004014,0.623847537912123,0.105597655644253,0.999984452942187,0.158894720238745,0.999883655288253,0,0,0.370547108629004
"Lztr1",1.54727656812119,0.159398766197885,-0.0469376775476746,0.999984452942187,-0.38876567031449,0.999883655288253,0,0,0.37052440675301
"C030037D09Rik",0.690251768791358,0.599607370774483,0.187257767547226,0.999984452942187,0.23354427847346,0.999883655288253,0,0,0.370351271604015
"Cbfa2t2",0.578176572805056,0.742665986176562,0.709255365012754,0.999984452942187,-0.176547678627997,0.999883655288253,0,0,0.370294753063271
"Mrps28",-1.27766925128146,0.487394907267767,1.66935469141658,0.999984452942187,0.718859342646019,0.999883655288253,0,0,0.370181594260377
"Cntrob",0.177259489770331,0.908280606308526,0.800837681639391,0.999984452942187,0.132143170978995,0.999883655288253,0,0,0.370080114129572
"Cpsf7",0.827280282276603,0.602574973543328,0.397271410905584,0.999984452942187,-0.114471513643077,0.999883655288253,0,0,0.370026726513037
"Cnpy3",1.2550849726405,0.410234120915782,0.0432309281412149,0.999984452942187,-0.188576903862747,0.999883655288253,0,0,0.36991299897299
"Trpc1",1.83443716670165,0.131528078871922,-0.549226884469282,0.999984452942187,-0.175685092562312,0.999883655288253,0,0,0.369841729890019
"Spag5",0.548132271709251,0.755519792433598,-0.0311555462354676,0.999984452942187,0.592539075043506,0.999883655288253,0,0,0.36983860017243
"Cebpg",0.565205973566261,0.730431527587893,0.408747286535859,0.999984452942187,0.135360595827581,0.999883655288253,0,0,0.3697712853099
"Chmp2b",1.70107932027938,0.1567269457239,-0.353576226238684,0.999984452942187,-0.238454676917523,0.999883655288253,0,0,0.369682805707723
"Ythdc2",1.98112087485492,0.150041509683048,-0.392112847828635,0.999984452942187,-0.480481889880813,0.999883655288253,0,0,0.369508712381824
"Gm10240",1.30226003929795,0.367049439827851,-0.560090839847432,0.999984452942187,0.366318039008242,0.999883655288253,0,0,0.36949574615292
"B4galt3",0.601194748902638,0.666639562303178,0.493445158995143,0.999984452942187,0.0134970229589495,0.999883655288253,0,0,0.369378976952243
"Map3k14",2.51166609139084,0.0769375882073011,-0.468426950139524,0.999984452942187,-0.935496590714865,0.999883655288253,0,0,0.369247516845484
"Tmem17",1.52895621343172,0.178803062601364,-0.353134069579635,0.999984452942187,-0.0681321524448941,0.999883655288253,0,0,0.369229997135731
"Ankrd37",-0.206849557241961,0.889888149102814,0.725638487966423,0.999984452942187,0.588713678127838,0.999883655288253,0,0,0.3691675362841
"Usp10",1.02734370724011,0.498841923934784,0.130378899747607,0.999984452942187,-0.0503377258932156,0.999883655288253,0,0,0.369128293698169
"Snai2",2.18076707990762,0.0511282470780657,-0.583956086927339,0.999984452942187,-0.489665919694842,0.999883655288253,0,0,0.369048357761813
"Usp33",1.77389138890585,0.106529996996245,-0.322858934670906,0.999984452942187,-0.34422059915985,0.999883655288253,0,0,0.368937285025031
"Trrap",1.15593766485942,0.406582499347096,0.0997363070170376,0.999984452942187,-0.148954180887369,0.999883655288253,0,0,0.368906596996361
"3110040N11Rik",0.931911021562816,0.53740210456385,0.114890474754192,0.999984452942187,0.0593596603582172,0.999883655288253,0,0,0.368720385558408
"Uspl1",0.83085369764642,0.59488484196759,0.164933157970379,0.999984452942187,0.109667528759576,0.999883655288253,0,0,0.368484794792125
"Fes",-1.25146392086625,0.421499466449473,1.44101540760295,0.999984452942187,0.915830779653253,0.999883655288253,0,0,0.368460755463316
"Dtx4",-0.614907655902768,0.70400387964868,1.06354686294694,0.999984452942187,0.656705750391344,0.999883655288253,0,0,0.368448319145173
"Cspp1",1.90318825952945,0.100908045590374,-0.567332699511988,0.999984452942187,-0.230629844291048,0.999883655288253,0,0,0.368408571908803
"Acbd4",0.710534748989492,0.651347870313265,0.408407758601317,0.999984452942187,-0.0138089725396888,0.999883655288253,0,0,0.36837784501704
"Parp3",0.997134802162096,0.235466329987347,0.0610863336506577,0.999984452942187,0.0465208870976372,0.999883655288253,0,0,0.36824734097013
"Ubb",0.388592572823809,0.485054632382123,0.337981847873206,0.999984452942187,0.377943105632325,0.999883655288253,0,0,0.368172508776447
"Rabgef1",1.04809661164654,0.48229911122178,0.312360722907742,0.999984452942187,-0.256490775569929,0.999883655288253,0,0,0.367988852994784
"Amz2",1.42884465886655,0.192829048139062,0.184160885073521,0.999984452942187,-0.509373223628362,0.999883655288253,0,0,0.367877440103904
"Lpcat1",1.61297169361271,0.191674584385339,-0.272281190884481,0.999984452942187,-0.237084893842651,0.999883655288253,0,0,0.367868536295194
"Gjd2",0.808405979552006,0.549687811014629,0.332951878984683,0.999984452942187,-0.0379368910425246,0.999883655288253,0,0,0.367806989164722
"N4bp2l1",1.59628249847228,0.260503764730318,-0.181705722277129,0.999984452942187,-0.313060935821609,0.999883655288253,0,0,0.367171946791182
"Fam220a",1.61721353269573,0.226791137645624,-0.352507328504765,0.999984452942187,-0.163849564489702,0.999883655288253,0,0,0.366952213233756
"Pgm2",0.356585900133115,0.734952367835241,0.515636896078755,0.999984452942187,0.228482416319081,0.999883655288253,0,0,0.366901737510317
"Clstn1",1.25608572824625,0.336089123305592,0.0464966896213124,0.999984452942187,-0.202234795212638,0.999883655288253,0,0,0.366782540884975
"Ddx26b",0.695124384469216,0.66905067897558,0.371093454647338,0.999984452942187,0.0332818752712432,0.999883655288253,0,0,0.366499904795932
"Sqrdl",1.18690028091735,0.441222596991765,-0.00738364923407042,0.999984452942187,-0.0812271731645602,0.999883655288253,0,0,0.366096486172907
"Dhrs1",1.0983866106613,0.0609945575331828,-0.00834698506320741,0.999984452942187,0.00603375414570095,0.999883655288253,0,0,0.365357793247933
"Prpsap1",1.04977402768637,0.44657213156319,0.265823516786218,0.999984452942187,-0.219953905363464,0.999883655288253,0,0,0.365214546369708
"Ypel3",1.89349715536133,0.0697041380813407,-0.441579601321286,0.999984452942187,-0.356427015070358,0.999883655288253,0,0,0.365163512989894
"Psen2",1.30523568689341,0.254201835128013,0.240867943452473,0.999984452942187,-0.450771590081619,0.999883655288253,0,0,0.365110680088089
"Cutc",2.03528579669232,0.192696208529045,-0.455626964838812,0.999984452942187,-0.484364697383053,0.999883655288253,0,0,0.365098044823484
"Rcn3",0.494142269574464,0.343073031205139,0.371060384643783,0.999984452942187,0.229813352175739,0.999883655288253,0,0,0.365005335464662
"Arl4c",1.60005637376992,0.144038304080923,-0.339270269272734,0.999984452942187,-0.166105796088138,0.999883655288253,0,0,0.364893436136349
"Pde1a",1.07333432022274,0.491535941379976,0.148140196823975,0.999984452942187,-0.126932835998246,0.999883655288253,0,0,0.364847227016157
"Cisd1",1.59031378956524,0.128628191940502,-0.557996830455741,0.999984452942187,0.0622032907239447,0.999883655288253,0,0,0.364840083277814
"Scarb2",1.08206190830677,0.150246292329258,0.0592068011094096,0.999984452942187,-0.0492867812445752,0.999883655288253,0,0,0.363993976057202
"9430015G10Rik",-0.304957749504074,0.867866268497318,0.362363933285296,0.999984452942187,1.03445090065284,0.999883655288253,0,0,0.363952361478021
"Trim26",1.52902942854811,0.262736557037276,0.0142581628422072,0.999984452942187,-0.452438304549527,0.999883655288253,0,0,0.36361642894693
"Ap1g2",-0.311934251348797,0.855208688480657,0.834579572745894,0.999984452942187,0.567861194011829,0.999883655288253,0,0,0.363502171802975
"Chchd4",0.929691724364865,0.51283677047716,0.192027594253328,0.999984452942187,-0.0314415655789713,0.999883655288253,0,0,0.36342591767974
"Gm10146",1.32650746675403,0.365933460314213,-0.0140860551076374,0.999984452942187,-0.222677146198276,0.999883655288253,0,0,0.363248088482706
"2310011J03Rik",0.738236914295007,0.576542995622429,0.239049473928426,0.999984452942187,0.112358354627367,0.999883655288253,0,0,0.3632149142836
"Slc22a21",1.36591635090407,0.268440824341411,0.199047370563629,0.999984452942187,-0.475476376622562,0.999883655288253,0,0,0.363162448281713
"Cdk5rap2",2.0118557351507,0.0660900395665837,-0.73305198377568,0.999984452942187,-0.190311418032534,0.999883655288253,0,0,0.362830777780829
"Med20",1.08757830644924,0.393933076354472,-0.0699494312681015,0.999984452942187,0.0705871374002669,0.999883655288253,0,0,0.362738670860469
"Mif",0.27961002352588,0.732687090668674,0.364529650321169,0.999984452942187,0.443488408736645,0.999883655288253,0,0,0.362542694194565
"Pip5k1c",1.342115250848,0.202900861418995,-0.116569595724473,0.999984452942187,-0.138423268698914,0.999883655288253,0,0,0.362374128808205
"Mthfsl",0.0229884946087209,0.9952432785126,0.883872737135757,0.999984452942187,0.17890671395423,0.999883655288253,0,0,0.361922648566236
"Syde1",0.326592192604522,0.772211062287188,0.497327657979833,0.999984452942187,0.261811756522544,0.999883655288253,0,0,0.3619105357023
"Bcas2",1.52856651016466,0.16916773565248,-0.263380313666112,0.999984452942187,-0.179873835399341,0.999883655288253,0,0,0.36177078703307
"Hypk",1.29431248891975,0.349947122032504,-0.396248700742361,0.999984452942187,0.187081792023447,0.999883655288253,0,0,0.361715193400279
"Mtx2",1.07342224138718,0.492438032337246,-0.124406409857639,0.999984452942187,0.136117616457362,0.999883655288253,0,0,0.361711149328967
"Pcdhb9",1.34965194226346,0.296487887058353,0.804504288736564,0.999984452942187,-1.06978593640884,0.999883655288253,0,0,0.361456764863727
"Fam83d",0.871000113847817,0.517677728482862,-0.587361600279976,0.999984452942187,0.800486282502813,0.999883655288253,0,0,0.361374932023551
"Pou3f1",-0.519838238241993,0.746139530615697,0.656062827742954,0.999984452942187,0.94751685136735,0.999883655288253,0,0,0.361247146956104
"Csf1",0.488936785485969,0.46961207735866,0.261015139052661,0.999984452942187,0.333080296405672,0.999883655288253,0,0,0.361010740314767
"Gm7984",0.24460476833047,0.889414250313662,0.405349334540006,0.999984452942187,0.433057216521508,0.999883655288253,0,0,0.361003773130661
"Prpsap2",1.09233772162469,0.444451178201779,0.420625671403958,0.999984452942187,-0.430558492060745,0.999883655288253,0,0,0.360801633655967
"B3gnt1",1.7903234461074,0.0960413694754582,-0.565852902015374,0.999984452942187,-0.142387739471564,0.999883655288253,0,0,0.360694268206821
"Shmt2",0.965605120575133,0.501060449369485,0.0214316762051165,0.999984452942187,0.0944072748600542,0.999883655288253,0,0,0.360481357213434
"Plcg1",1.45747402757262,0.254274242804838,0.160492130323605,0.999984452942187,-0.536623749161389,0.999883655288253,0,0,0.36044746957828
"Cdk7",1.12767490044792,0.393587995314818,0.034609187865283,0.999984452942187,-0.0811699731881532,0.999883655288253,0,0,0.360371371708351
"Map4k1",0.485259121559607,0.697961454383971,0.98171998648564,0.999984452942187,-0.386102431113511,0.999883655288253,0,0,0.360292225643912
"RP23-397E23.1",1.02058322308289,0.518393330703925,0.00849499277768967,0.999984452942187,0.0514189188844527,0.999883655288253,0,0,0.360165711581676
"Rabl2",1.92981210079385,0.118448832091838,-0.473100236952279,0.999984452942187,-0.376510397877632,0.999883655288253,0,0,0.360067155321314
"Ap3b2",1.14783627051718,0.484813074068888,0.367301018471342,0.999984452942187,-0.435011737169771,0.999883655288253,0,0,0.36004185060625
"Rps6-ps3",1.0230218281339,0.464423771186626,-1.12536904231068,0.999984452942187,1.18163694407586,0.999883655288253,0,0,0.359763243299693
"Larp1b",1.50967390917954,0.184140974146113,-0.176532310319796,0.999984452942187,-0.254088266982071,0.999883655288253,0,0,0.359684443959225
"Anxa1",-0.0695452338867009,0.944155646979672,0.562409215044627,0.999984452942187,0.585845274690362,0.999883655288253,0,0,0.359569751949429
"Zfp318",2.01619516687781,0.0755831965838195,-0.622058556218567,0.999984452942187,-0.315443042711636,0.999883655288253,0,0,0.359564522649202
"Pi15",-1.00907236657613,0.571842814667178,0.765744829935385,0.999984452942187,1.32187105754241,0.999883655288253,0,0,0.359514506967223
