"gene","logFC_6h","FDR_6h","logFC_12h","FDR_12h","logFC_24h","FDR_24h","n_up_fdr05","n_down_fdr05","mean_logFC"
"Abcg1",2.51145455108137,0.0282174365070607,0.647018316625235,0.999984452942187,0.2681994868822,0.999883655288253,1,0,1.14222411819627
"A230050P20Rik",2.68177324648353,0.0287015824750256,0.296730635712228,0.999984452942187,0.44461966201923,0.999883655288253,1,0,1.141041181405
"Nfkb2",2.27489539778007,0.0480986935872856,0.640770012105853,0.999984452942187,0.497966838416873,0.999883655288253,1,0,1.13787741610093
"Zmym1",3.59801670447352,0.00600463497463264,-0.222453948392384,0.999984452942187,0.0352407190377777,0.999883655288253,1,0,1.1369344917063
"Nfkbib",2.6960742133126,0.0123825435039855,0.459283343529939,0.999984452942187,0.253246290037866,0.999883655288253,1,0,1.13620128229347
"Gstcd",2.85101348192772,0.0248987639609909,0.497676962942962,0.999984452942187,0.058898608316643,0.999883655288253,1,0,1.13586301772911
"Lrrc8a",3.10589039626424,0.0138109589678369,0.125473690347259,0.999984452942187,0.170069325193364,0.999883655288253,1,0,1.13381113726829
"Tpd52",2.83369587051038,0.0122699952550124,0.242388803641131,0.999984452942187,0.324693613685449,0.999883655288253,1,0,1.13359276261232
"Egfr",2.79145970002876,0.0234296748681522,0.305997776427304,0.999984452942187,0.266212912847388,0.999883655288253,1,0,1.12122346310115
"Tbc1d9",3.12408549357876,0.0102992406134015,0.20674651196239,0.999984452942187,0.0307481559528648,0.999883655288253,1,0,1.12052672049801
"Smtnl2",-0.0183041544203707,0.992981861874373,2.70033332612879,0.0041796209653862,0.672371317457834,0.999883655288253,1,0,1.11813349638875
"Snx10",3.01384139281526,0.0089034558853528,0.205583640198451,0.999984452942187,0.126837983061,0.999883655288253,1,0,1.11542100535824
"Znrf1",2.52786188740511,0.0317035915485291,0.600873908138394,0.999984452942187,0.203233041829838,0.999883655288253,1,0,1.11065627912445
"Gtpbp3",3.52342296086002,0.0102992406134015,-0.478191623207068,0.999984452942187,0.285248073462086,0.999883655288253,1,0,1.11015980370501
"Cox7c",2.96883804024636,0.0207600189430737,0.241910315918833,0.999984452942187,0.113639059531969,0.999883655288253,1,0,1.10812913856572
"Bet1",2.83475712426178,0.0248987639609909,0.337266112237998,0.999984452942187,0.151927754498071,0.999883655288253,1,0,1.10798366366595
"Carhsp1",2.8770039154933,0.0241482336907705,0.303459967749588,0.999984452942187,0.131161974901374,0.999883655288253,1,0,1.10387528604809
"Epn2",2.41605837306876,0.0302156755369744,0.347395524701484,0.999984452942187,0.544877489804371,0.999883655288253,1,0,1.10277712919154
"2410002F23Rik",2.59528521141449,0.0480675857474048,0.704200330926147,0.999984452942187,0.00860313366635701,0.999883655288253,1,0,1.10269622533566
"Asb6",2.82192683861142,0.0236869736913723,0.255164426062866,0.999984452942187,0.228629572875081,0.999883655288253,1,0,1.10190694584979
"Zfp933",3.62198955256079,0.00796434424003133,0.108538365560041,0.999984452942187,-0.42629489198357,0.999883655288253,1,0,1.10141100871242
"Il6st",2.96633319451518,0.0203180301571006,0.203742833767083,0.999984452942187,0.12581064356216,0.999883655288253,1,0,1.09862889061481
"Nek6",1.72864572799208,0.0284515654321958,0.69368334352015,0.999984452942187,0.867994708831316,0.999883655288253,1,0,1.09677459344785
"Olfml3",2.61925675046657,0.0287042719949182,0.169186832998435,0.999984452942187,0.499773059747356,0.999883655288253,1,0,1.09607221440412
"Malsu1",3.05895738288919,0.0104617993830821,-0.0321591291537784,0.999984452942187,0.25500600805385,0.999883655288253,1,0,1.09393475392975
"Pex14",2.97149008627181,0.0137538161917017,0.332899137590751,0.999984452942187,-0.0241255243603149,0.999883655288253,1,0,1.09342123316742
"Adrbk1",2.34977368465139,0.0499861462667004,0.52786254760258,0.999984452942187,0.402612416523107,0.999883655288253,1,0,1.09341621625903
"Gprc5b",2.54420558417936,0.0401974005464248,0.12676926744157,0.999984452942187,0.603483338690748,0.999883655288253,1,0,1.09148606343723
"Slc25a17",2.70439436213247,0.0156914623404115,0.421648799571026,0.999984452942187,0.146456624730527,0.999883655288253,1,0,1.09083326214467
"Ints4",3.24311526828954,0.0223160270732871,0.0236066466568294,0.999984452942187,0.00366795653539498,0.999883655288253,1,0,1.09012995716059
"Rnf114",2.33122962133533,0.0355544415762257,0.540234806029518,0.999984452942187,0.398503487158343,0.999883655288253,1,0,1.08998930484106
"Haus2",2.6351689778139,0.0156914623404115,-0.0288549276511172,0.999984452942187,0.6521667367539,0.999883655288253,1,0,1.08616026230556
"Cog6",3.6374428073019,0.00606198957575541,-0.264366312226889,0.999984452942187,-0.115149837989865,0.999883655288253,1,0,1.08597555236172
"Ctps",1.72754576729229,0.00920433499104532,0.603005620512099,0.999984452942187,0.924106290663628,0.999883655288253,1,0,1.08488589282267
"Adar",2.72452012922867,0.020303691710914,0.328988581516512,0.999984452942187,0.193589499884738,0.999883655288253,1,0,1.08236607020997
"Slc9a1",3.07217034247628,0.00722638257688278,0.0240357583593269,0.999984452942187,0.150433170808453,0.999883655288253,1,0,1.08221309054802
"Phlda1",1.51625484348642,0.00566803476741932,0.99451091707771,0.393661621652014,0.734973899932458,0.999883655288253,1,0,1.08191322016553
"Ell",3.45382544901653,0.00270332417873564,-0.381689914571123,0.999984452942187,0.172079159295621,0.999883655288253,1,0,1.08140489791368
"Sec23b",2.67631098936882,0.0198935734419583,0.432529317742564,0.999984452942187,0.12280631704663,0.999883655288253,1,0,1.07721554138601
"Abcc1",2.51231912566034,0.0329750337405263,0.298129717553607,0.999984452942187,0.420864555799727,0.999883655288253,1,0,1.07710446633789
"Rab8b",2.51157542458261,0.0246435455368977,0.62911807357112,0.999984452942187,0.0897084344691965,0.999883655288253,1,0,1.07680064420764
"Mt1",1.41767686547369,0.00411741913704295,0.997995777951893,0.177550191545397,0.808927803698031,0.723193629871369,1,0,1.07486681570787
"Fgl2",3.2317611229376,0.0198030337640918,0.173566165692595,0.999984452942187,-0.180996117054371,0.999883655288253,1,0,1.07477705719194
"Cox18",2.79704164596738,0.0122699952550124,0.494492677201932,0.999984452942187,-0.0673977630641982,0.999883655288253,1,0,1.0747121867017
"Fam115c",4.01469404371766,0.00600463497463264,-0.355278487154943,0.999984452942187,-0.465625382840098,0.999883655288253,1,0,1.06459672457421
"Slc4a2",2.57720795823527,0.0295604639350996,0.519830467484923,0.999984452942187,0.0964263764346445,0.999883655288253,1,0,1.06448826738495
"Nup54",2.65704324111718,0.0403500123839138,0.135720387797356,0.999984452942187,0.400325846298916,0.999883655288253,1,0,1.06436315840449
"Vcan",1.7245512143554,0.0447379491418561,0.484058220575533,0.999984452942187,0.980631181218355,0.999883655288253,1,0,1.0630802053831
"Hist1h2ap",3.0989940270269,0.00272898784370181,-1.00854564944876,0.999984452942187,1.09389486921165,0.999883655288253,1,0,1.06144774892993
"Gm8822",3.14747537778058,0.0182198918421246,0.265808675173328,0.999984452942187,-0.232637901791145,0.999883655288253,1,0,1.06021538372092
"Smad1",2.61574284793979,0.021941031741878,0.397184165253242,0.999984452942187,0.167201244740161,0.999883655288253,1,0,1.0600427526444
"Nfkbia",1.61590130831264,0.00092730182101749,0.674472117513236,0.999984452942187,0.882779510709073,0.442269901291164,1,0,1.05771764551165
"Itgb3",2.80130013837373,0.0126876561492699,0.274125214379291,0.999984452942187,0.0857806844642592,0.999883655288253,1,0,1.05373534573909
"Fjx1",2.85641898283062,0.0207600189430737,0.137290473741095,0.999984452942187,0.166970185296178,0.999883655288253,1,0,1.05355988062263
"Ubap1",3.10801099523079,0.00549557580470498,0.239525975877984,0.999984452942187,-0.20293692663899,0.999883655288253,1,0,1.04820001482326
"Sav1",2.75217982283074,0.0138109589678369,0.0318242996110243,0.999984452942187,0.35988072516707,0.999883655288253,1,0,1.04796161586961
"Ift20",3.12935391239275,0.0259667711131092,-0.0531201033567479,0.999984452942187,0.0641019037818129,0.999883655288253,1,0,1.04677857093927
"Eva1a",2.89944346655144,0.0359926874356914,-0.237072761304364,0.999984452942187,0.471620503541828,0.999883655288253,1,0,1.04466373626297
"Zbtb7b",3.44371413423467,0.00466126155733531,-0.3597144097887,0.999984452942187,0.0462775376860702,0.999883655288253,1,0,1.04342575404401
"Vps36",2.98718024595408,0.0156914623404115,0.00930583431212284,0.999984452942187,0.132720096716556,0.999883655288253,1,0,1.04306872566092
"Riok2",2.80054750068567,0.0094440217505073,0.0963941025972117,0.999984452942187,0.231936728979409,0.999883655288253,1,0,1.04295944408743
"Dtnbp1",2.78876201042686,0.0164883968269996,0.0185816464856696,0.999984452942187,0.320318707763962,0.999883655288253,1,0,1.04255412155883
"Tcirg1",2.64851780182874,0.0198246329279507,0.53764176322488,0.999984452942187,-0.0646623894487686,0.999883655288253,1,0,1.04049905853495
"Ttc39b",2.66799715043234,0.0188782517812262,0.402699107512196,0.999984452942187,0.0484304149686867,0.999883655288253,1,0,1.03970889097107
"Tmem176b",1.35991823967266,0.0292716630074557,0.795817121194565,0.999984452942187,0.961713679748396,0.999883655288253,1,0,1.03914968020521
"Klf10",2.72560563431692,0.0138109589678369,0.604956990979379,0.999984452942187,-0.21403234195082,0.999883655288253,1,0,1.03884342778183
"Smad3",2.45768369475271,0.0248471658981544,0.361551606440058,0.999984452942187,0.296424665318485,0.999883655288253,1,0,1.03855332217042
"Tmem123",3.08070345139364,0.0184303654576424,0.081274274579358,0.999984452942187,-0.0469651937902116,0.999883655288253,1,0,1.0383375107276
"6330403L08Rik",3.09641131686319,0.0122699952550124,0.381650653109763,0.999984452942187,-0.364053714341336,0.999883655288253,1,0,1.03800275187721
"Stk32a",2.96331115844771,0.0473713288353386,-0.224740939350122,0.999984452942187,0.365028735367499,0.999883655288253,1,0,1.0345329848217
"Fnip2",3.54473974227493,0.00270332417873564,-0.213827446061511,0.999984452942187,-0.237365995315292,0.999883655288253,1,0,1.03118210029938
"Stom",2.38779239664846,0.0450873203901834,0.209393132956332,0.999984452942187,0.490760062595175,0.999883655288253,1,0,1.02931519739999
"Slc41a1",2.81283041848546,0.0183671668580535,0.0601857782428428,0.999984452942187,0.205291243277826,0.999883655288253,1,0,1.02610248000204
"Hmgb1-ps7",3.12778069033942,0.0339021180149487,-0.0928806622040734,0.999984452942187,0.0407528639687942,0.999883655288253,1,0,1.02521763070138
"Zfp606",2.49067573082245,0.04486060956471,0.553483877261299,0.999984452942187,0.025852643746004,0.999883655288253,1,0,1.02333741727658
"Mcoln1",3.76880487629486,0.00294515977999255,-0.618421540866627,0.999984452942187,-0.080380650119038,0.999883655288253,1,0,1.0233342284364
"Oat",2.61194079623637,0.0187775053489822,0.380898887813488,0.999984452942187,0.0729331827871134,0.999883655288253,1,0,1.02192428894566
"Pyhin1",2.75859157121231,0.0270395150145521,0.584208137300944,0.999984452942187,-0.288728325486811,0.999883655288253,1,0,1.01802379434215
"Lnp",3.15503335945337,0.0186268494382296,-0.0882398421817969,0.999984452942187,-0.0132303335972304,0.999883655288253,1,0,1.01785439455811
"Grcc10",3.05518925730464,0.0234296748681522,-0.362221797871621,0.999984452942187,0.359753190743512,0.999883655288253,1,0,1.01757355005884
"Tbc1d20",2.85777063392234,0.0183075152285242,0.24045289140004,0.999984452942187,-0.0546626772697998,0.999883655288253,1,0,1.01452028268419
"Atp13a3",2.44675296367811,0.0329836875624576,0.355568705090938,0.999984452942187,0.237430709143526,0.999883655288253,1,0,1.01325079263753
"Gart",2.73379122382439,0.0167993687582899,0.0656858835483707,0.999984452942187,0.237099265847601,0.999883655288253,1,0,1.01219212440679
"Mycbp",2.25597670834846,0.0409043289348124,0.765552958036557,0.999984452942187,0.00303067406643542,0.999883655288253,1,0,1.00818678015048
"Kpnb1",2.81518698048509,0.0270621591848651,-0.0167252759606722,0.999984452942187,0.221339111171308,0.999883655288253,1,0,1.00660027189857
"Arl16",2.51413135805904,0.0412829441327829,0.392072463743997,0.999984452942187,0.111123775904432,0.999883655288253,1,0,1.00577586590249
"Mrpl40",2.58806751167956,0.0245147306200728,0.273467071942328,0.999984452942187,0.153029686337808,0.999883655288253,1,0,1.00485475665323
"Lmbr1",3.25552267307797,0.0133038535454577,-0.0383949162745001,0.999984452942187,-0.204855277289006,0.999883655288253,1,0,1.00409082650482
"Tspan7",2.35284996888106,0.0404046334693257,0.521359087057762,0.999984452942187,0.135098909295299,0.999883655288253,1,0,1.00310265507804
"Racgap1",2.54486565226304,0.0225597377006926,0.285369190437855,0.999984452942187,0.178541018037643,0.999883655288253,1,0,1.00292528691285
"Rpl35a",2.73275445316869,0.0400874552724988,-0.0908640007287538,0.999984452942187,0.360020276411361,0.999883655288253,1,0,1.0006369096171
"Crbn",2.91972318000324,0.00855167472126714,0.108649248607476,0.999984452942187,-0.0303882946996055,0.999883655288253,1,0,0.999328044637038
"Rcn1",2.77977784163451,0.0265620429088023,0.10731034204546,0.999984452942187,0.101416452980637,0.999883655288253,1,0,0.996168212220201
"Akt1s1",4.06845224172927,0.0011853630984328,-0.819045508045227,0.999984452942187,-0.266066817821053,0.999883655288253,1,0,0.994446638620995
"Rnft1",2.768297906973,0.0169017638587579,0.123006942725411,0.999984452942187,0.0913980684128761,0.999883655288253,1,0,0.994234306037095
"Adamts12",2.89056762037114,0.0312748262558623,0.573071009075296,0.999984452942187,-0.481820641725933,0.999883655288253,1,0,0.993939329240168
"Ifitm3",0.959960481772612,0.049832103147995,1.12038179658679,0.187668085766758,0.896830575435448,0.802813010931877,1,0,0.992390951264952
"Wbp1l",2.89772578297126,0.0164950417934718,0.162631324210408,0.999984452942187,-0.0840035320288246,0.999883655288253,1,0,0.99211785838428
"Pdgfa",1.61719640670304,0.00567078849636019,0.646457838449077,0.999984452942187,0.704929721997511,0.999883655288253,1,0,0.989527989049876
"Rela",2.82602079848005,0.0238244760470889,0.224299815232762,0.999984452942187,-0.0851589908188188,0.999883655288253,1,0,0.988387207631331
"Ascc3",2.99528602169855,0.0141553391552321,-0.0691130828355204,0.999984452942187,0.0375220042784186,0.999883655288253,1,0,0.987898314380481
"Twf1",2.96059260692117,0.0171480060747115,0.0341429492507475,0.999984452942187,-0.0336321125245851,0.999883655288253,1,0,0.987034481215778
"Gm7488",2.66275098327657,0.0386391185682944,0.091296465659124,0.999984452942187,0.204861240277735,0.999883655288253,1,0,0.986302896404477
"Vmp1",2.29160973906676,0.0492275196155778,0.43483653129165,0.999984452942187,0.222152082247824,0.999883655288253,1,0,0.982866117535412
"Maml2",3.22865148780497,0.0107386873995873,-0.166647920477942,0.999984452942187,-0.117387670444843,0.999883655288253,1,0,0.981538632294062
"Foxn2",2.49358440437358,0.0343043397842109,0.630278205786654,0.999984452942187,-0.179307020399431,0.999883655288253,1,0,0.981518529920269
"Wdr48",3.21427603342737,0.00516324756660441,-0.15950939571295,0.999984452942187,-0.114753784396395,0.999883655288253,1,0,0.980004284439341
"Ganab",3.35298549457488,0.0123825435039855,-0.298774261495468,0.999984452942187,-0.129942826607253,0.999883655288253,1,0,0.97475613549072
"4930453N24Rik",2.58665149357501,0.0162788910108692,0.383345094318903,0.999984452942187,-0.045845561587563,0.999883655288253,1,0,0.974717008768782
"Inpp5k",2.44511298512258,0.0499520294452353,0.822265034983976,0.999984452942187,-0.343279503679128,0.999883655288253,1,0,0.974699505475809
"Agfg1",2.62282055489187,0.0337238439948635,0.226195584801495,0.999984452942187,0.0681263618830084,0.999883655288253,1,0,0.972380833858791
"Fam192a",2.67576852497826,0.0184303654576424,-0.0429710994844665,0.999984452942187,0.281528537740803,0.999883655288253,1,0,0.971441987744866
"Gm14165",2.97252318473065,0.0164125181544488,0.0822671243022925,0.999984452942187,-0.141588189472381,0.999883655288253,1,0,0.971067373186854
"Ephb4",3.15913871655858,0.0133038535454577,-0.123766751038729,0.999984452942187,-0.132761782603426,0.999883655288253,1,0,0.967536727638809
"Snrpg",2.69493826829276,0.0327129756102474,-0.0761955149054971,0.999984452942187,0.283562760109493,0.999883655288253,1,0,0.967435171165586
"Gm10059",3.43211608836474,0.0213414372987704,-0.36577612258828,0.999984452942187,-0.167538736888995,0.999883655288253,1,0,0.966267076295822
"Sh3d19",2.97167736703491,0.0104375015117843,-0.230029939977134,0.999984452942187,0.153088435323571,0.999883655288253,1,0,0.964911954127116
"Ctps2",2.280971880135,0.0475854828000057,0.417037239953725,0.999984452942187,0.190428624476082,0.999883655288253,1,0,0.962812581521601
"Cpped1",2.77120213529393,0.0177282234724824,0.104733999579355,0.999984452942187,0.00456580926796857,0.999883655288253,1,0,0.96016731471375
"Ampd3",2.3071825397734,0.0292716630074557,0.187878037826215,0.999984452942187,0.377898919334196,0.999883655288253,1,0,0.957653165644605
"DHRSX",2.659914070767,0.0234296748681522,0.100314103209581,0.999984452942187,0.112447526600522,0.999883655288253,1,0,0.957558566859033
"Eif4e3",2.39828724408052,0.0325338337608885,0.55513726248601,0.999984452942187,-0.0823363660755358,0.999883655288253,1,0,0.957029380163664
"Gm9797",2.49108889640657,0.023695063705411,0.224192021532978,0.999984452942187,0.155111728103202,0.999883655288253,1,0,0.956797548680915
"Snai1",2.14234202843457,0.0446826370632155,0.656305347933276,0.999984452942187,0.0685732103534304,0.999883655288253,1,0,0.955740195573757
"mt-Tm",3.20583267511242,0.0444191467026025,-0.518224723162267,0.999984452942187,0.17891967792836,0.999883655288253,1,0,0.955509209959503
